"estab_name","open_date","site_address","site_city","site_state","site_zip","open_year","standard","gravity","delete_flag","current_penalty","activity_nr"
"AMOCO OIL CO","1976-03-02","2401 5TH AVE SOUTH","Texas City","TX",77590,1976,"19100023 C01","","",700.00,16868051
"AMOCO OIL CO","1976-03-09","2401 5TH AVE SOUTH","Texas City","TX",77590,1976,"19100028 A03","","",60.00,16868085
"AMOCO TEXAS REFINING CO","1979-07-21","2401 5TH AVENUE SOUTH","Texas City","TX",77590,1979,"5A0001","","",500.00,16279317
"AMOCO TEXAS REFINING CO","1979-08-23","2401 5TH AVE SOUTH","Texas City","TX",77590,1979,"5A0001","","",630.00,16283061
"PASADENA TANK CORP","1983-11-18","2401 5TH AVE SOUTH","Texas City","TX",77590,1983,"19260550 A05","","",150.00,16839300
"GULF STATES UTILITIES","1991-07-10","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77596,1991,"19260059 H02   IV","02","X",1500.00,107613705
"BROWN & ROOT INDUSTRIAL SERVICES INC","1991-10-17","2401 5TH AVE S.","TEXAS CITY","TX",77592,1991,"19100111 D07",10,"",2125.00,100754480
"BROWN & ROOT INDUSTRIAL SERVICES INC","1991-10-17","2401 5TH AVE S.","TEXAS CITY","TX",77592,1991,"19100176 F","00","","",100754480
"BROWN & ROOT INDUSTRIAL SERVICES INC","1991-10-28","2401 5TH AVE S.","TEXAS CITY","TX",77592,1991,"19260150 C01 VIII","01","",1050.00,107617920
"BROWN & ROOT INDUSTRIAL SERVICES INC","1991-10-28","2401 5TH AVE S.","TEXAS CITY","TX",77592,1991,"19260405 G01    I","02","",1750.00,107617920
"BROWN & ROOT INDUSTRIAL SERVICES INC","1991-10-28","2401 5TH AVE S.","TEXAS CITY","TX",77592,1991,"19101200 G08","01","","",108765728
"BROWN & ROOT INDUSTRIAL SERVICES INC","1992-10-20","2401 5TH AVE S.","TEXAS CITY","TX",77592,1992,"19260020 B02","03","",550.00,123644056
"BROWN & ROOT INDUSTRIAL SERVICES INC","1994-03-10","2401 5TH AVE S.","TEXAS CITY","TX",77592,1994,"19100165 B02","01","",675.00,123652729
"GULF STATES UTILITIES","1995-08-10","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77596,1995,"19260095 A",10,"","",123574832
"ALTAIRSTRICKLAND","1996-05-13","2401 5TH STREET AVENUE S","TEXAS CITY","TX",77592,1996,"19260451 A13",10,"X",4500.00,116260647
"ALTAIRSTRICKLAND","1996-05-13","2401 5TH STREET AVENUE S","TEXAS CITY","TX",77592,1996,"19260020 B01","04","X","",116260647
"ALTAIRSTRICKLAND","1996-05-13","2401 5TH STREET AVENUE S","TEXAS CITY","TX",77592,1996,"19260021 B02",10,"X","",116260647
"HYDROCHEM INDUSTRIAL SERVICES INC","1997-01-16","2401 5TH AVE S","TEXAS CITY","TX",77592,1997,"19100038 A05  III","02","X","",116265448
"CONTECH ENGINEERING INC","1998-01-28","2401 5TH.AVENUE SOUTH","TEXAS CITY","TX",77592,1998,"19100146 C04","01","","",123623548
"CONTECH ENGINEERING INC","1998-01-28","2401 5TH.AVENUE SOUTH","TEXAS CITY","TX",77592,1998,"19101200 E01","01","","",123623548
"MIKEN SPECIALTIES LTD","1998-01-28","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,1998,"19100119 H03   II","02","X","",123623563
"RSI INC","2001-08-08","2401 5TH AVE. SOUTH","TEXAS CITY","TX",77592,2001,"19100134 D01  III",10,"","",123276610
"RSI INC","2001-08-08","2401 5TH AVE. SOUTH","TEXAS CITY","TX",77592,2001,"19100146 I01",10,"","",123276610
"RSI INC","2001-08-08","2401 5TH AVE. SOUTH","TEXAS CITY","TX",77592,2001,"19100146 I08    I",10,"","",123276610
"RSI INC","2001-08-08","2401 5TH AVE. SOUTH","TEXAS CITY","TX",77592,2001,"19100146 J05",10,"","",123276610
"ALTAIRSTRICKLAND","2002-04-17","2401 5TH STREET AVENUE S","TEXAS CITY","TX",77592,2002,"19260052 D01","03","","",304571995
"ALTAIRSTRICKLAND","2002-04-17","2401 5TH STREET AVENUE S","TEXAS CITY","TX",77592,2002,"19260501 B03","03","",1125.00,304571995
"BP PRODUCTS NORTH AMERICA INC","2004-03-31","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100119 E01",10,"X","",306480153
"BP PRODUCTS NORTH AMERICA INC","2004-03-31","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100119 E03   IV",10,"",4500.00,306480153
"BP PRODUCTS NORTH AMERICA INC","2004-03-31","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100119 E05",10,"X","",306480153
"BP PRODUCTS NORTH AMERICA INC","2004-03-31","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100119 F01    ID",10,"X","",306480153
"BP PRODUCTS NORTH AMERICA INC","2004-03-31","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100119 F01  III",10,"",4500.00,306480153
"BP PRODUCTS NORTH AMERICA INC","2004-03-31","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100119 G01    I",10,"","",306480153
"BP PRODUCTS NORTH AMERICA INC","2004-03-31","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100119 G03",10,"","",306480153
"BP PRODUCTS NORTH AMERICA INC","2004-03-31","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100119 J02",10,"X","",306480153
"BP PRODUCTS NORTH AMERICA INC","2004-03-31","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100119 J04    I",10,"X","",306480153
"BP PRODUCTS NORTH AMERICA INC","2004-03-31","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100119 J04   II",10,"",4000.00,306480153
"BP PRODUCTS NORTH AMERICA INC","2004-03-31","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100119 J04   IV",10,"X","",306480153
"BP PRODUCTS NORTH AMERICA INC","2004-03-31","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100119 J05",10,"X","",306480153
"BP PRODUCTS NORTH AMERICA INC","2004-03-31","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100119 L01",10,"X","",306480153
"BP PRODUCTS NORTH AMERICA INC","2004-03-31","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100119 L02   II",10,"X","",306480153
"KOCH SPECIALTY PLANT SERVICES","2004-05-25","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2004,"19260501 B01",10,"X","",306480724
"KOCH SPECIALTY PLANT SERVICES","2004-05-25","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2004,"19260501 B04   II",10,"",4500.00,306480724
"KOCH SPECIALTY PLANT SERVICES","2004-05-25","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2004,"19260502 D15",10,"X","",306480724
"KOCH SPECIALTY PLANT SERVICES","2004-05-25","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2004,"19260502 D15   II",10,"X","",306480724
"KOCH SPECIALTY PLANT SERVICES","2004-05-25","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2004,"19261053 A02",10,"X","",306480724
"KOCH SPECIALTY PLANT SERVICES","2004-05-25","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2004,"19261053 A03    I",10,"X","",306480724
"KOCH SPECIALTY PLANT SERVICES","2004-05-25","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2004,"19261053 A06    I",10,"X","",306480724
"KOCH SPECIALTY PLANT SERVICES","2004-05-25","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2004,"19261053 A07",10,"X","",306480724
"KOCH SPECIALTY PLANT SERVICES","2004-05-25","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2004,"19261053 A13",10,"X","",306480724
"KOCH SPECIALTY PLANT SERVICES","2004-05-25","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2004,"19261053 A24",10,"X","",306480724
"KOCH SPECIALTY PLANT SERVICES","2004-05-25","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2004,"19261053 A02",10,"",4500.00,306480724
"KOCH SPECIALTY PLANT SERVICES","2004-05-25","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2004,"19261053 A03    I",10,"","",306480724
"KOCH SPECIALTY PLANT SERVICES","2004-05-25","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2004,"19261053 A06    I",10,"","",306480724
"KOCH SPECIALTY PLANT SERVICES","2004-05-25","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2004,"19261053 A07",10,"","",306480724
"BP PRODUCTS NORTH AMERICA INC","2004-09-02","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100037 B05","01","",1500.00,306482266
"BP PRODUCTS NORTH AMERICA INC","2004-09-02","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100119 J05",10,"X","",306482266
"BP PRODUCTS NORTH AMERICA INC","2004-09-02","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100133 A01",10,"",5000.00,306482266
"BP PRODUCTS NORTH AMERICA INC","2004-09-02","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100147 C04    I",10,"",7000.00,306482266
"BP PRODUCTS NORTH AMERICA INC","2004-09-02","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100147 C04   IID",10,"",7000.00,306482266
"BP PRODUCTS NORTH AMERICA INC","2004-09-02","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100147 C06    I",10,"",5000.00,306482266
"BP PRODUCTS NORTH AMERICA INC","2004-09-02","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100147 D06",10,"",7000.00,306482266
"BP PRODUCTS NORTH AMERICA INC","2004-09-02","2401 5TH AVE S","TEXAS CITY","TX",77590,2004,"19100147 D05    I",10,"",70000.00,306482266
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100120 Q02    X",10,"",7000.00,308314988
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100120 Q03   IV",10,"",7000.00,308314988
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100120 Q06    V",10,"",7000.00,308314988
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19101001 D05",10,"",7000.00,308314988
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19101001 J02   II",10,"",7000.00,308314988
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19101020 D01   II",10,"",7000.00,308314988
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19101028 E01   II",10,"",7000.00,308314988
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19101028 E01  III",10,"",7000.00,308314988
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19101028 E07    I",10,"",7000.00,308314988
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100120 Q03  III",10,"",70000.00,308314988
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100165 B01",10,"",70000.00,308314988
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19040007 B03","00","",1000.00,308314988
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19040010 A","00","","",308314988
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19040029 B03","00","",1000.00,308314988
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100023 E05   IV","04","",2500.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 D01    I",10,"",7000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 D01  III",10,"","",308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 D01    V",10,"","",308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19101200 G02   II",10,"","",308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 D02    ID",10,"",7000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 D03    IB",10,"",7000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 E03   VI",10,"",7000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 E05",10,"",7000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 F01   IIA",10,"",7000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 F01   IIB",10,"","",308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 G02",10,"",7000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 H02   II",10,"",7000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 L02  III",10,"",7000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 L04",10,"",7000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 L05",10,"",7000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 O04",10,"",7000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100106 I03   II",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 D03",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 D03",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 D03",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 D03",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 E03    V",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 F01    ID",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 F01    IG",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 F04",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J04    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100119 J05",10,"",70000.00,308314640
